window,gene,category,count,count_ols
20kb,gpia,sig. positive,1,1
20kb,gpib,sig. negative,1,1
20kb,gpm6aa,sig. negative,2,2
20kb,gpm6aa,sig. positive,4,4
20kb,gpm6ab,sig. negative,2,2
20kb,gpm6ba,sig. negative,3,3
20kb,gpm6ba,sig. positive,1,1
20kb,gpn1,sig. negative,2,2
20kb,gpn3,sig. negative,1,1
20kb,gpnmb,sig. negative,1,1
20kb,gpr101,sig. negative,1,1
20kb,gpr135,sig. positive,1,1
20kb,gpr137ba,sig. negative,1,1
20kb,gpr137c,sig. positive,1,1
20kb,gpr139,sig. negative,1,1
20kb,gpr142,sig. negative,2,2
20kb,gpr143,sig. negative,2,2
20kb,gpr143,sig. positive,1,1
20kb,gpr146,sig. negative,1,1
20kb,gpr146,sig. positive,1,1
20kb,gpr153,sig. negative,1,1
20kb,gpr153,sig. positive,1,1
20kb,gpr156,sig. negative,1,1
20kb,gpr156,sig. positive,1,1
20kb,gpr160,sig. negative,1,1
20kb,gpr173,sig. negative,1,1
20kb,gpr176,sig. negative,1,1
20kb,gpr18,sig. negative,3,3
20kb,gpr18,sig. positive,2,2
20kb,gpr182,sig. positive,1,1
20kb,gpr184,sig. negative,2,2
20kb,gpr185b,sig. positive,1,1
20kb,gpr20,sig. negative,1,1
20kb,gpr20,sig. positive,2,2
20kb,gpr22a,sig. negative,2,2
20kb,gpr22a,sig. positive,1,1
20kb,gpr26,sig. negative,3,3
20kb,gpr26,sig. positive,2,2
20kb,gpr27,sig. positive,2,2
20kb,gpr34b,sig. positive,1,1
20kb,gpr35.1,sig. negative,2,2
20kb,gpr35.1,sig. positive,1,1
20kb,gpr37b,sig. negative,1,1
20kb,gpr37b,sig. positive,1,1
20kb,gpr4,sig. positive,1,1
20kb,gpr52,sig. negative,1,1
20kb,gpr65,sig. positive,2,2
20kb,gpr75,sig. positive,1,1
20kb,gpr84,sig. negative,1,1
20kb,gpr85,sig. negative,4,4
20kb,gpr85,sig. positive,4,4
20kb,gprc5bb,sig. negative,1,1
20kb,gprc5bb,sig. positive,1,1
20kb,gprc6a,sig. negative,1,1
20kb,gprc6a,sig. positive,1,1
20kb,gps2,sig. negative,1,1
20kb,gps2,sig. positive,2,2
20kb,gpsm1b,sig. negative,1,1
20kb,gpsm1b,sig. positive,1,1
20kb,gpsm2,sig. negative,3,3
20kb,gpsm2,sig. positive,1,1
20kb,gpsm2l,sig. negative,1,1
20kb,gpsm2l,sig. positive,1,1
20kb,gpx1b,sig. negative,1,1
20kb,gpx1b,sig. positive,2,2
20kb,gpx2,sig. positive,1,1
20kb,gpx8,sig. negative,2,2
20kb,gpx8,sig. positive,2,2
20kb,gpx9,sig. negative,1,1
20kb,gpx9,sig. positive,1,1
20kb,gramd4a,sig. negative,1,1
20kb,gramd4a,sig. positive,1,1
20kb,gramd4b,sig. positive,1,1
20kb,grap2b,sig. positive,2,2
20kb,grb10b,sig. negative,1,1
20kb,grb10b,sig. positive,1,1
20kb,grb2b,sig. negative,2,2
20kb,grb2b,sig. positive,1,1
20kb,grb7,sig. negative,1,1
20kb,grb7,sig. positive,1,1
20kb,grem1b,sig. negative,2,2
20kb,grhl2a,sig. positive,1,1
20kb,grhl2b,sig. negative,1,1
20kb,grhl2b,sig. positive,1,1
20kb,gria1a,sig. positive,1,1
20kb,gria1b,sig. negative,1,1
20kb,gria1b,sig. positive,1,1
20kb,gria2a,sig. negative,1,1
20kb,gria3a,sig. positive,1,1
20kb,gria4a,sig. negative,2,2
20kb,gria4a,sig. positive,2,2
20kb,grid1a,sig. negative,1,1
20kb,grid1a,sig. positive,1,1
20kb,grid1b,sig. negative,1,1
20kb,grid1b,sig. positive,2,2
20kb,grid2,sig. positive,1,1
20kb,grid2ipa,sig. negative,1,1
20kb,grid2ipa,sig. positive,1,1
20kb,grifin,sig. negative,1,1
20kb,grifin,sig. positive,3,3
20kb,grik1a,sig. positive,1,1
20kb,grik1b,sig. negative,1,1
20kb,grik4,sig. negative,1,1
20kb,grik5,sig. negative,1,1
20kb,grik5,sig. positive,1,1
20kb,grin1b,sig. positive,2,2
20kb,grin2ab,sig. negative,1,1
20kb,grin2ca,sig. positive,2,2
20kb,grin2da,sig. negative,1,1
20kb,grin3a,sig. negative,1,1
20kb,grin3bb,sig. negative,4,4
20kb,grin3bb,sig. positive,3,3
20kb,grinaa,sig. positive,1,1
20kb,grinab,sig. negative,1,1
20kb,grinab,sig. positive,1,1
20kb,gripap1,sig. negative,1,1
20kb,gripap1,sig. positive,2,2
20kb,grk1b,sig. negative,3,3
20kb,grk1b,sig. positive,2,2
20kb,grk4,sig. negative,2,2
20kb,grk4,sig. positive,2,2
20kb,grk5,sig. negative,1,1
20kb,grk5,sig. positive,3,3
20kb,grk5l,sig. negative,1,1
20kb,grm1b,sig. negative,2,2
20kb,grm2a,sig. negative,1,1
20kb,grm2b,sig. positive,1,1
20kb,grm3,sig. negative,1,1
20kb,grm6a,sig. negative,1,1
20kb,grm8a,sig. negative,2,2
20kb,grnas,sig. positive,2,2
20kb,grnb,sig. negative,1,1
20kb,grnb,sig. positive,1,1
20kb,grp,sig. negative,1,1
20kb,grpel1,sig. negative,1,1
20kb,grpel1,sig. positive,1,1
20kb,grpel2,sig. positive,1,1
20kb,grsf1,sig. negative,3,3
20kb,grsf1,sig. positive,3,3
20kb,grtp1a,sig. negative,1,1
20kb,grtp1b,sig. negative,1,1
20kb,grtp1b,sig. positive,2,2
20kb,grxcr1a,sig. positive,1,1
20kb,gsap,sig. negative,1,1
20kb,gsap,sig. positive,2,2
20kb,gsc,sig. negative,3,3
20kb,gsc,sig. positive,5,5
20kb,gsdmea,sig. negative,1,1
20kb,gsdmeb,sig. positive,1,1
20kb,gsk3aa,sig. negative,1,1
20kb,gsk3aa,sig. positive,3,3
20kb,gsk3bb,sig. positive,3,3
20kb,gskip,sig. negative,1,1
20kb,gspt1,sig. negative,1,1
20kb,gspt1,sig. positive,1,1
20kb,gspt1l,sig. positive,2,2
20kb,gsr,sig. negative,1,1
20kb,gss,sig. negative,3,3
20kb,gss,sig. positive,1,1
20kb,gsta.1,sig. negative,1,1
20kb,gsta.1,sig. positive,1,1
20kb,gsta.2,sig. negative,4,4
20kb,gsta.2,sig. positive,6,6
20kb,gstcd,sig. negative,1,1
20kb,gstcd,sig. positive,1,1
20kb,gstk1,sig. negative,1,1
20kb,gstk4,sig. negative,1,1
20kb,gstm.1,sig. positive,1,1
20kb,gsto1,sig. negative,1,1
20kb,gsto2,sig. negative,1,1
20kb,gsto2,sig. positive,1,1
20kb,gstt1b,sig. negative,2,2
20kb,gstt1b,sig. positive,1,1
20kb,gsx1,sig. negative,1,1
20kb,gsx2,sig. positive,1,1
20kb,gtdc1,sig. negative,1,1
20kb,gtf2a1l,sig. negative,1,1
20kb,gtf2a1l,sig. positive,1,1
20kb,gtf2a2,sig. positive,1,1
20kb,gtf2b,sig. negative,1,1
20kb,gtf2e2,sig. negative,1,1
20kb,gtf2f1,sig. positive,1,1
20kb,gtf2f2b,sig. positive,1,1
20kb,gtf2h1,sig. negative,1,1
20kb,gtf2h1,sig. positive,2,2
20kb,gtf2h3,sig. positive,1,1
20kb,gtf2h4,sig. negative,2,2
20kb,gtf2h5,sig. negative,1,1
20kb,gtf2h5,sig. positive,1,1
20kb,gtf2ird1,sig. positive,1,1
20kb,gtf3c2,sig. negative,2,2
20kb,gtf3c4,sig. positive,1,1
20kb,gtpbp1,sig. negative,1,1
20kb,gtpbp1,sig. positive,2,2
20kb,gtpbp10,sig. negative,1,1
20kb,gtpbp10,sig. positive,1,1
20kb,gtpbp1l,sig. negative,2,2
20kb,gtpbp1l,sig. positive,2,2
20kb,gtpbp2b,sig. negative,1,1
20kb,gtpbp3,sig. negative,2,2
20kb,gtpbp3,sig. positive,2,2
20kb,guca1d,sig. negative,1,1
20kb,gucd1,sig. negative,2,2
20kb,gucd1,sig. positive,1,1
20kb,gucy1b1,sig. negative,1,1
20kb,gucy1b1,sig. positive,2,2
20kb,guf1,sig. positive,1,1
20kb,guk1b,sig. negative,1,1
20kb,gulp1b,sig. negative,2,2
20kb,gxylt2,sig. negative,2,2
20kb,gxylt2,sig. positive,1,1
20kb,gyg1b,sig. positive,2,2
20kb,gyg2,sig. negative,1,1
20kb,gypc,sig. positive,2,2
20kb,gzm3,sig. negative,1,1
20kb,gzma,sig. negative,1,1
20kb,gzma,sig. positive,1,1
20kb,h1-0,sig. positive,1,1
20kb,h1-10,sig. negative,1,1
20kb,h1m,sig. positive,1,1
20kb,h2ax1,sig. negative,1,1
20kb,h2ax1,sig. positive,2,2
20kb,h2az2a,sig. negative,1,1
20kb,h2az2b,sig. negative,2,2
20kb,h2az2b,sig. positive,1,1
20kb,h3f3b.1,sig. positive,3,3
20kb,habp2,sig. negative,1,1
20kb,habp2,sig. positive,1,1
20kb,hacd1,sig. negative,1,1
20kb,hacd3,sig. negative,1,1
20kb,hace1,sig. positive,1,1
20kb,hacl1,sig. positive,1,1
20kb,hadh,sig. negative,3,3
20kb,hadh,sig. positive,1,1
20kb,hadhaa,sig. negative,1,1
20kb,hadhab,sig. positive,2,2
20kb,hadhb,sig. negative,1,1
20kb,hamp,sig. negative,4,4
20kb,hao1,sig. negative,2,2
20kb,hao1,sig. positive,1,1
20kb,hapln1a,sig. negative,1,1
20kb,hapln1a,sig. positive,2,2
20kb,harbi1,sig. negative,1,1
20kb,harbi1,sig. positive,1,1
20kb,hars,sig. negative,2,2
20kb,hars,sig. positive,3,3
20kb,haus1,sig. positive,1,1
20kb,haus4,sig. negative,2,2
20kb,haus5,sig. negative,2,2
20kb,haus5,sig. positive,1,1
20kb,haus7,sig. positive,2,2
20kb,havcr1,sig. negative,1,1
20kb,havcr2,sig. positive,1,1
20kb,hax1,sig. negative,1,1
20kb,hax1,sig. positive,2,2
20kb,hbae1.1,sig. positive,1,1
20kb,hbae1.3,sig. negative,2,2
20kb,hbae3,sig. negative,2,2
20kb,hbae3,sig. positive,1,1
20kb,hbbe1.3,sig. positive,1,1
20kb,hbp1,sig. positive,1,1
20kb,hbs1l,sig. positive,1,1
20kb,hccsa.1,sig. negative,1,1
20kb,hce2l2,sig. positive,1,1
20kb,hcfc1a,sig. negative,1,1
20kb,hcfc1a,sig. positive,3,3
20kb,hcn4l,sig. positive,1,1
20kb,hcrt,sig. negative,1,1
20kb,hcrtr2,sig. positive,1,1
20kb,hdac12,sig. negative,1,1
20kb,hdac12,sig. positive,1,1
20kb,hdac4,sig. negative,2,2
20kb,hdac4,sig. positive,3,3
20kb,hdac6,sig. positive,2,2
20kb,hdac7b,sig. negative,3,3
20kb,hdac7b,sig. positive,1,1
20kb,hdac8,sig. negative,1,1
20kb,hddc3,sig. positive,1,1
20kb,hdgfl2,sig. positive,2,2
20kb,hdhd3,sig. negative,1,1
20kb,hdhd3,sig. positive,1,1
20kb,hdlbpa,sig. positive,1,1
20kb,hdlbpb,sig. negative,1,1
20kb,hdlbpb,sig. positive,1,1
20kb,hdr,sig. negative,1,1
20kb,hdr,sig. positive,1,1
20kb,hdx,sig. negative,1,1
20kb,he1.1,sig. negative,3,3
20kb,he1.1,sig. positive,2,2
20kb,he1.3,sig. negative,2,2
20kb,he1.3,sig. positive,1,1
20kb,heatr1,sig. negative,1,1
20kb,heatr1,sig. positive,1,1
20kb,heatr5b,sig. negative,3,3
20kb,heatr5b,sig. positive,2,2
20kb,heatr6,sig. positive,1,1
20kb,hectd1,sig. positive,1,1
20kb,hectd3,sig. negative,1,1
20kb,hectd3,sig. positive,2,2
20kb,hecw1b,sig. positive,2,2
20kb,hecw2a,sig. negative,2,2
20kb,hecw2a,sig. positive,1,1
20kb,hecw2b,sig. negative,1,1
20kb,heg1,sig. negative,1,1
20kb,heg1,sig. positive,2,2
20kb,hells,sig. negative,2,2
20kb,helt,sig. positive,1,1
20kb,hemgn,sig. negative,1,1
20kb,hephl1a,sig. negative,4,4
20kb,hephl1a,sig. positive,2,2
20kb,her1,sig. negative,1,1
20kb,her1,sig. positive,3,3
20kb,her11,sig. positive,1,1
20kb,her12,sig. negative,1,1
20kb,her12,sig. positive,1,1
20kb,her13,sig. negative,2,2
20kb,her13,sig. positive,1,1
20kb,her15.2,sig. negative,1,1
20kb,her4.1,sig. negative,3,3
20kb,her4.1,sig. positive,1,1
20kb,her4.2,sig. negative,1,1
20kb,her4.2,sig. positive,1,1
20kb,her4.3,sig. negative,1,1
20kb,her4.3,sig. positive,2,2
20kb,her5,sig. positive,1,1
20kb,her7,sig. positive,1,1
20kb,her8.2,sig. negative,2,2
20kb,her8.2,sig. positive,1,1
20kb,her8a,sig. negative,1,1
20kb,her8a,sig. positive,1,1
20kb,herc1,sig. positive,1,1
20kb,herc3,sig. negative,1,1
20kb,herpud1,sig. positive,1,1
20kb,hes2.1,sig. negative,1,1
20kb,heyl,sig. positive,1,1
20kb,hgd,sig. positive,1,1
20kb,hgfa,sig. negative,2,2
20kb,hgfa,sig. positive,1,1
20kb,hgfb,sig. negative,1,1
20kb,hgh1,sig. positive,3,3
20kb,hgs,sig. positive,1,1
20kb,hhatlb,sig. positive,1,1
20kb,hhipl1,sig. positive,1,1
20kb,hhipl2,sig. negative,1,1
20kb,hhla2b.1,sig. negative,3,3
20kb,hhla2b.1,sig. positive,1,1
20kb,hhla2b.2,sig. negative,1,1
20kb,hhla2b.2,sig. positive,4,4
20kb,hibadhb,sig. negative,3,3
20kb,hic1l,sig. negative,2,2
20kb,hid1b,sig. positive,1,1
20kb,hif1ab,sig. negative,1,1
20kb,hif1ab,sig. positive,2,2
20kb,hif1al,sig. negative,1,1
20kb,hif1al2,sig. positive,1,1
20kb,hif1an,sig. negative,1,1
20kb,higd2a,sig. negative,3,3
20kb,higd2a,sig. positive,1,1
20kb,hikeshi,sig. negative,1,1
20kb,hint1,sig. negative,1,1
20kb,hint2,sig. positive,2,2
20kb,hint3,sig. negative,2,2
20kb,hip1,sig. negative,2,2
20kb,hip1,sig. positive,4,4
20kb,hip1rb,sig. positive,1,1
20kb,hipk1a,sig. negative,2,2
20kb,hipk1a,sig. positive,3,3
20kb,hipk2,sig. negative,2,2
20kb,hipk2,sig. positive,3,3
20kb,hipk3a,sig. negative,1,1
20kb,hipk3a,sig. positive,1,1
20kb,hipk3b,sig. positive,2,2
20kb,hist1h2a10,sig. positive,1,1
20kb,hist1h2a11,sig. negative,1,1
20kb,hist1h2a11,sig. positive,2,2
20kb,hist1h2a3,sig. negative,1,1
20kb,hist1h2a4,sig. positive,1,1
20kb,hist1h2a5,sig. positive,2,2
20kb,hist1h2a6,sig. positive,1,1
20kb,hist2h2l,sig. negative,1,1
20kb,hist2h2l,sig. positive,2,2
20kb,hivep1,sig. negative,2,2
20kb,hivep1,sig. positive,1,1
20kb,hjv,sig. positive,1,1
20kb,hk1,sig. negative,1,1
20kb,hk2,sig. positive,1,1
20kb,hkdc1,sig. negative,4,4
20kb,hkdc1,sig. positive,5,5
20kb,hlfa,sig. negative,1,1
20kb,hlfa,sig. positive,1,1
20kb,hlfb,sig. positive,1,1
20kb,hltf,sig. negative,1,1
20kb,hltf,sig. positive,1,1
20kb,hm13,sig. negative,2,2
20kb,hmbox1a,sig. positive,1,1
20kb,hmbsb,sig. negative,2,2
20kb,hmbsb,sig. positive,2,2
20kb,hmces,sig. negative,2,2
20kb,hmces,sig. positive,1,1
20kb,hmcn2,sig. positive,1,1
20kb,hmg20a,sig. negative,3,3
20kb,hmg20a,sig. positive,2,2
20kb,hmga1b,sig. negative,1,1
20kb,hmga2,sig. negative,1,1
20kb,hmgb1a,sig. negative,1,1
20kb,hmgb1a,sig. positive,1,1
20kb,hmgb2a,sig. negative,1,1
20kb,hmgb2a,sig. positive,2,2
20kb,hmgb2b,sig. negative,2,2
20kb,hmgb2b,sig. positive,2,2
20kb,hmgb3a,sig. negative,1,1
20kb,hmgb3a,sig. positive,3,3
20kb,hmgcra,sig. positive,1,1
20kb,hmgcs1,sig. positive,1,1
20kb,hmgn2,sig. negative,2,2
20kb,hmgn3,sig. negative,1,1
20kb,hmgn6,sig. negative,2,2
20kb,hmgn6,sig. positive,1,1
20kb,hmgxb3,sig. negative,1,1
20kb,hmgxb3,sig. positive,2,2
20kb,hmmr,sig. negative,4,4
20kb,hmmr,sig. positive,4,4
20kb,hmox2a,sig. positive,1,1
20kb,hmx1,sig. negative,1,1
20kb,hmx1,sig. positive,1,1
20kb,hmx2,sig. negative,1,1
20kb,hmx2,sig. positive,1,1
20kb,hmx4,sig. negative,2,2
20kb,hnf1a,sig. negative,1,1
20kb,hnf1a,sig. positive,1,1
20kb,hnf4a,sig. negative,1,1
20kb,hnf4b,sig. negative,1,1
20kb,hnmt,sig. negative,2,2
20kb,hnmt,sig. positive,2,2
20kb,hnrnpa0a,sig. positive,1,1
20kb,hnrnpa0l,sig. positive,1,1
20kb,hnrnpa1a,sig. negative,2,2
20kb,hnrnpa1a,sig. positive,2,2
20kb,hnrnpa1b,sig. negative,2,2
20kb,hnrnpa3,sig. negative,1,1
20kb,hnrnpc,sig. positive,4,4
20kb,hnrnpd,sig. negative,1,1
20kb,hnrnpd,sig. positive,2,2
20kb,hnrnph1,sig. negative,1,1
20kb,hnrnph1,sig. positive,1,1
20kb,hnrnph3,sig. negative,2,2
20kb,hnrnpk,sig. negative,1,1
20kb,hnrnpm,sig. negative,1,1
20kb,hnrnpr,sig. positive,1,1
20kb,hnrnpul1l,sig. negative,3,3
20kb,hnrnpul1l,sig. positive,2,2
20kb,homer3b,sig. negative,1,1
20kb,homeza,sig. negative,1,1
20kb,hook1,sig. negative,2,2
20kb,hook1,sig. positive,2,2
20kb,hoxa11b,sig. negative,1,1
20kb,hoxa11b,sig. positive,2,2
20kb,hoxa1a,sig. negative,1,1
20kb,hoxa2b,sig. negative,1,1
20kb,hoxa9a,sig. negative,1,1
20kb,hoxa9a,sig. positive,1,1
20kb,hoxb10a,sig. negative,1,1
20kb,hoxb1a,sig. positive,1,1
20kb,hoxb2a,sig. negative,1,1
20kb,hoxb2a,sig. positive,3,3
20kb,hoxb3a,sig. negative,1,1
20kb,hoxb3a,sig. positive,1,1
20kb,hoxb4a,sig. negative,3,3
20kb,hoxb4a,sig. positive,1,1
20kb,hoxb5a,sig. negative,1,1
20kb,hoxb6a,sig. negative,1,1
20kb,hoxb6a,sig. positive,2,2
20kb,hoxc12b,sig. positive,1,1
20kb,hoxc13b,sig. negative,2,2
20kb,hoxc5a,sig. positive,1,1
20kb,hoxc6a,sig. positive,1,1
20kb,hoxc6b,sig. negative,3,3
20kb,hoxc6b,sig. positive,1,1
20kb,hoxc9a,sig. negative,1,1
20kb,hoxd9a,sig. negative,1,1
20kb,hp1bp3,sig. negative,2,2
20kb,hp1bp3,sig. positive,2,2
20kb,hpcal4,sig. negative,2,2
20kb,hpf1,sig. negative,4,4
20kb,hpf1,sig. positive,1,1
20kb,hpgd,sig. positive,1,1
20kb,hps1,sig. positive,1,1
20kb,hps3,sig. negative,3,3
20kb,hps3,sig. positive,4,4
20kb,hps4,sig. positive,1,1
20kb,hps5,sig. negative,1,1
20kb,hps5,sig. positive,1,1
20kb,hpse,sig. negative,1,1
20kb,hpse2,sig. positive,1,1
20kb,hrasb,sig. positive,2,2
20kb,hs2st1b,sig. positive,1,1
20kb,hs3st2,sig. negative,2,2
20kb,hs3st2,sig. positive,1,1
20kb,hs3st3b1b,sig. negative,1,1
20kb,hs6st1a,sig. positive,1,1
20kb,hs6st1b,sig. negative,1,1
20kb,hs6st3b,sig. negative,1,1
20kb,hsbp1b,sig. negative,5,5
20kb,hsbp1b,sig. positive,3,3
20kb,hsbp1l1,sig. negative,3,3
20kb,hsbp1l1,sig. positive,1,1
20kb,hsc70,sig. negative,2,2
20kb,hsc70,sig. positive,3,3
20kb,hsd11b1lb,sig. negative,1,1
20kb,hsd17b10,sig. negative,1,1
20kb,hsd17b10,sig. positive,1,1
20kb,hsd17b14,sig. negative,1,1
20kb,hsd17b2,sig. positive,1,1
20kb,hsd17b4,sig. negative,1,1
20kb,hsd17b4,sig. positive,1,1
20kb,hsd17b8,sig. negative,1,1
20kb,hsd20b2,sig. negative,2,2
20kb,hsd20b2,sig. positive,1,1
20kb,hsd3b1,sig. negative,2,2
20kb,hsd3b1,sig. positive,2,2
20kb,hsd3b2,sig. positive,1,1
20kb,hsdl2,sig. negative,1,1
20kb,hsf1,sig. negative,1,1
20kb,hsf2bp,sig. negative,1,1
20kb,hsf4,sig. negative,1,1
20kb,hsh2d,sig. negative,2,2
20kb,hsh2d,sig. positive,2,2
20kb,hsp70.3,sig. positive,1,1
20kb,hsp90aa1.2,sig. positive,1,1
20kb,hsp90ab1,sig. negative,2,2
20kb,hsp90ab1,sig. positive,1,1
20kb,hsp90b1,sig. negative,2,2
20kb,hsp90b1,sig. positive,1,1
20kb,hspa12b,sig. positive,2,2
20kb,hspa1b,sig. negative,1,1
20kb,hspa4b,sig. negative,1,1
20kb,hspa4b,sig. positive,1,1
20kb,hspa4l,sig. negative,2,2
20kb,hspa4l,sig. positive,1,1
20kb,hspa5,sig. positive,1,1
20kb,hspa8,sig. negative,1,1
20kb,hspb1,sig. negative,4,4
20kb,hspb1,sig. positive,5,5
20kb,hspb2,sig. negative,2,2
20kb,hspb2,sig. positive,1,1
20kb,hspb6,sig. negative,1,1
20kb,hspb6,sig. positive,2,2
20kb,hspb7,sig. positive,2,2
20kb,hspbap1,sig. negative,2,2
20kb,hspbap1,sig. positive,2,2
20kb,hspe1,sig. negative,1,1
20kb,hspe1,sig. positive,1,1
20kb,hspg2,sig. negative,1,1
20kb,hspg2,sig. positive,2,2
20kb,htatsf1,sig. negative,4,4
20kb,htr1ab,sig. positive,2,2
20kb,htr1fa,sig. positive,2,2
20kb,htr1fb,sig. negative,2,2
20kb,htr1fb,sig. positive,1,1
20kb,htr2aa,sig. negative,5,5
20kb,htr2aa,sig. positive,2,2
20kb,htr2b,sig. positive,1,1
20kb,htr2cl1,sig. negative,1,1
20kb,htr2cl2,sig. negative,1,1
20kb,htr3a,sig. negative,1,1
20kb,htr3a,sig. positive,5,5
20kb,htr5ab,sig. negative,1,1
20kb,htr6,sig. negative,1,1
20kb,htr7a,sig. positive,1,1
20kb,htr7b,sig. negative,1,1
20kb,htr7b,sig. positive,1,1
20kb,htra3a,sig. positive,1,1
20kb,htra4,sig. positive,1,1
20kb,htt,sig. negative,1,1
20kb,huwe1,sig. negative,1,1
20kb,hvcn1,sig. negative,2,2
20kb,hvcn1,sig. positive,2,2
20kb,hyal1,sig. negative,1,1
20kb,hyal1,sig. positive,1,1
20kb,hyal2b,sig. negative,2,2
20kb,hyal3,sig. positive,1,1
20kb,hyal4,sig. positive,1,1
20kb,hyal6,sig. negative,1,1
20kb,hyal6,sig. positive,1,1
20kb,hyi,sig. negative,1,1
20kb,hyou1,sig. negative,2,2
20kb,hyou1,sig. positive,2,2
20kb,hypk,sig. negative,1,1
20kb,iars1,sig. positive,1,1
20kb,ica1,sig. negative,1,1
20kb,ica1,sig. positive,1,1
20kb,id3,sig. negative,1,1
20kb,idh1,sig. positive,1,1
20kb,idh3b,sig. positive,1,1
20kb,idh3g,sig. negative,2,2
20kb,idh3g,sig. positive,1,1
20kb,ido1,sig. negative,2,2
20kb,ido1,sig. positive,1,1
20kb,ids,sig. negative,1,1
20kb,ids,sig. positive,1,1
20kb,idua,sig. negative,1,1
20kb,idua,sig. positive,1,1
20kb,ier2a,sig. positive,1,1
20kb,ier5,sig. negative,2,2
20kb,ier5,sig. positive,2,2
20kb,ier5l,sig. positive,1,1
20kb,iffo1b,sig. positive,1,1
20kb,iffo2b,sig. negative,1,1
20kb,ifih1,sig. negative,3,3
20kb,ifit12,sig. negative,1,1
20kb,ifit12,sig. positive,1,1
20kb,ifit16,sig. negative,3,3
20kb,ifit16,sig. positive,2,2
20kb,ifit8,sig. negative,1,1
20kb,ifng1,sig. negative,1,1
20kb,ifnphi2,sig. negative,2,2
20kb,ifnphi4,sig. negative,1,1
20kb,ifnphi4,sig. positive,1,1
20kb,ifrd2,sig. positive,1,1
20kb,ift140,sig. negative,1,1
20kb,ift140,sig. positive,2,2
20kb,ift52,sig. negative,2,2
20kb,ift52,sig. positive,2,2
20kb,ift57,sig. negative,1,1
20kb,ift88,sig. negative,1,1
20kb,igdcc3,sig. negative,1,1
20kb,igdcc3,sig. positive,1,1
20kb,igf2bp2a,sig. negative,1,1
20kb,igf2bp2b,sig. positive,1,1
20kb,igf2r,sig. negative,4,4
20kb,igfals,sig. negative,1,1
20kb,igfbp1a,sig. negative,2,2
20kb,igfbp1a,sig. positive,1,1
20kb,igfbp2b,sig. positive,1,1
20kb,igfbp3,sig. positive,1,1
20kb,igfbp5b,sig. negative,2,2
20kb,igfbp6a,sig. negative,2,2
20kb,igfbp6b,sig. negative,2,2
20kb,igfbp6b,sig. positive,1,1
20kb,igfbp7,sig. negative,1,1
20kb,igflr1,sig. negative,1,1
20kb,igfn1.1,sig. negative,3,3
20kb,igfn1.1,sig. positive,2,2
20kb,igfn1.4,sig. positive,1,1
20kb,ighmbp2,sig. positive,1,1
20kb,igl4v8,sig. negative,1,1
20kb,igsf10,sig. negative,2,2
20kb,igsf10,sig. positive,1,1
20kb,igsf11,sig. positive,1,1
20kb,igsf21a,sig. negative,1,1
20kb,igsf9a,sig. negative,1,1
20kb,igsf9bb,sig. positive,1,1
20kb,ihha,sig. positive,4,4
20kb,ik,sig. negative,1,1
20kb,ikbip,sig. negative,2,2
20kb,ikbip,sig. positive,3,3
20kb,ikbkb,sig. negative,2,2
20kb,ikbkb,sig. positive,2,2
20kb,ikbke,sig. negative,3,3
20kb,ikzf1,sig. negative,1,1
20kb,ikzf2,sig. negative,1,1
20kb,il10,sig. negative,2,2
20kb,il10,sig. positive,1,1
20kb,il10ra,sig. negative,1,1
20kb,il11a,sig. negative,3,3
20kb,il11a,sig. positive,1,1
20kb,il11b,sig. negative,1,1
20kb,il12a,sig. negative,2,2
20kb,il12a,sig. positive,2,2
20kb,il12bb,sig. positive,1,1
20kb,il12rb2l,sig. positive,1,1
20kb,il13ra2,sig. positive,1,1
20kb,il15l,sig. positive,1,1
20kb,il15ra,sig. negative,1,1
20kb,il17a/f1,sig. negative,1,1
20kb,il17a/f2,sig. positive,1,1
20kb,il17a/f3,sig. negative,1,1
20kb,il17a/f3,sig. positive,2,2
20kb,il17d,sig. negative,1,1
20kb,il17d,sig. positive,1,1
20kb,il17rd,sig. negative,2,2
20kb,il17rel,sig. positive,1,1
20kb,il1rapl1a,sig. negative,2,2
20kb,il1rapl1a,sig. positive,2,2
20kb,il1rapl2,sig. negative,3,3
20kb,il1rapl2,sig. positive,2,2
20kb,il20ra,sig. positive,1,1
20kb,il21,sig. positive,1,1
20kb,il22,sig. positive,2,2
20kb,il23r,sig. negative,1,1
20kb,il23r,sig. positive,2,2
20kb,il26,sig. negative,1,1
20kb,il26,sig. positive,2,2
20kb,il2rga,sig. negative,1,1
20kb,il2rga,sig. positive,2,2
20kb,il34,sig. negative,2,2
20kb,il34,sig. positive,1,1
20kb,il4,sig. negative,1,1
20kb,il4r.2,sig. positive,1,1
20kb,ildr1a,sig. negative,1,1
20kb,ilk,sig. negative,1,1
20kb,illr1,sig. negative,1,1
20kb,illr1,sig. positive,1,1
20kb,illr2,sig. negative,1,1
20kb,illr2,sig. positive,1,1
20kb,im:7152348,sig. positive,1,1
20kb,immp2l,sig. negative,1,1
20kb,immp2l,sig. positive,1,1
20kb,imp4,sig. negative,3,3
20kb,imp4,sig. positive,3,3
20kb,impa1,sig. negative,1,1
20kb,impact,sig. negative,3,3
20kb,impdh1a,sig. negative,2,2
20kb,impdh2,sig. positive,1,1
20kb,inavaa,sig. negative,2,2
20kb,inavab,sig. negative,1,1
