window,gene,category,count,count_ols
20kb,ing3,sig. positive,1,1
20kb,ing4,sig. negative,2,2
20kb,ing4,sig. positive,3,3
20kb,ing5a,sig. negative,1,1
20kb,ing5a,sig. positive,1,1
20kb,inha,sig. negative,1,1
20kb,inha,sig. positive,2,2
20kb,inhbab,sig. negative,1,1
20kb,inhbab,sig. positive,1,1
20kb,inka1b,sig. negative,1,1
20kb,ino80,sig. positive,1,1
20kb,ino80c,sig. negative,4,4
20kb,ino80c,sig. positive,2,2
20kb,ino80e,sig. negative,1,1
20kb,inpp4aa,sig. negative,1,1
20kb,inpp4ab,sig. negative,2,2
20kb,inpp5b,sig. negative,1,1
20kb,inpp5b,sig. positive,1,1
20kb,inpp5d,sig. negative,1,1
20kb,inpp5jb,sig. negative,2,2
20kb,inpp5ka,sig. positive,1,1
20kb,inppl1a,sig. positive,2,2
20kb,ins,sig. negative,2,2
20kb,insb,sig. negative,1,1
20kb,insig1,sig. negative,2,2
20kb,insig1,sig. positive,3,3
20kb,insig2,sig. positive,1,1
20kb,insl3,sig. negative,3,3
20kb,insl3,sig. positive,2,2
20kb,insl5b,sig. negative,1,1
20kb,insl5b,sig. positive,2,2
20kb,insm1a,sig. negative,5,5
20kb,insm1a,sig. positive,4,4
20kb,insyn1,sig. positive,1,1
20kb,ints11,sig. positive,1,1
20kb,ints13,sig. negative,2,2
20kb,ints13,sig. positive,2,2
20kb,ints14,sig. positive,1,1
20kb,ints2,sig. negative,1,1
20kb,ints3,sig. negative,1,1
20kb,ints4,sig. negative,1,1
20kb,ints4,sig. positive,1,1
20kb,ints6,sig. negative,1,1
20kb,ints8,sig. positive,1,1
20kb,intu,sig. negative,5,5
20kb,invs,sig. negative,5,5
20kb,invs,sig. positive,4,4
20kb,ipcef1,sig. negative,1,1
20kb,ipcef1,sig. positive,2,2
20kb,ipmkb,sig. negative,1,1
20kb,ipmkb,sig. positive,3,3
20kb,ipo11,sig. negative,1,1
20kb,ipo7,sig. negative,1,1
20kb,ipo7,sig. positive,2,2
20kb,ipo8,sig. negative,1,1
20kb,ipo9,sig. positive,1,1
20kb,ipp,sig. negative,1,1
20kb,ippk,sig. negative,1,1
20kb,iqca1,sig. negative,1,1
20kb,iqcd,sig. negative,1,1
20kb,iqck,sig. negative,3,3
20kb,iqck,sig. positive,1,1
20kb,iqgap3,sig. negative,1,1
20kb,irak1,sig. negative,1,1
20kb,irak1,sig. positive,3,3
20kb,irak1bp1,sig. positive,1,1
20kb,irak3,sig. negative,1,1
20kb,irf1b,sig. negative,1,1
20kb,irf1b,sig. positive,1,1
20kb,irf2a,sig. negative,1,1
20kb,irf2bp2b,sig. negative,1,1
20kb,irf3,sig. negative,1,1
20kb,irf6,sig. negative,1,1
20kb,irf7,sig. negative,1,1
20kb,irf8,sig. negative,2,2
20kb,irf8,sig. positive,3,3
20kb,irf9,sig. negative,1,1
20kb,irf9,sig. positive,1,1
20kb,irgf1,sig. negative,2,2
20kb,irgf1,sig. positive,1,1
20kb,irgf3,sig. negative,1,1
20kb,irgf4,sig. positive,1,1
20kb,irgq2,sig. positive,1,1
20kb,irx1a,sig. positive,2,2
20kb,irx2a,sig. positive,1,1
20kb,irx4a,sig. negative,1,1
20kb,irx4a,sig. positive,1,1
20kb,irx4b,sig. positive,1,1
20kb,isca1,sig. negative,1,1
20kb,isca1,sig. positive,1,1
20kb,isca2,sig. negative,1,1
20kb,iscub,sig. positive,1,1
20kb,isl2b,sig. negative,5,5
20kb,isl2b,sig. positive,3,3
20kb,ism2a,sig. negative,2,2
20kb,ism2a,sig. positive,1,1
20kb,itcha,sig. negative,1,1
20kb,itcha,sig. positive,1,1
20kb,itchb,sig. negative,1,1
20kb,itchb,sig. positive,2,2
20kb,itfg1,sig. negative,1,1
20kb,itga1,sig. negative,1,1
20kb,itga11a,sig. positive,1,1
20kb,itga11b,sig. positive,2,2
20kb,itga2b,sig. positive,1,1
20kb,itga3b,sig. negative,1,1
20kb,itga4,sig. negative,1,1
20kb,itga4,sig. positive,1,1
20kb,itga5,sig. negative,1,1
20kb,itga8,sig. negative,4,4
20kb,itga8,sig. positive,2,2
20kb,itgae.2,sig. negative,1,1
20kb,itgb1b,sig. negative,1,1
20kb,itgb1b,sig. positive,1,1
20kb,itgb1b.1,sig. positive,1,1
20kb,itgb1bp1,sig. positive,1,1
20kb,itgb2,sig. negative,1,1
20kb,itgb2,sig. positive,2,2
20kb,itgb4,sig. negative,1,1
20kb,itgb6,sig. positive,1,1
20kb,itgb8,sig. negative,2,2
20kb,itgbl1,sig. negative,1,1
20kb,itih2,sig. positive,1,1
20kb,itk,sig. positive,1,1
20kb,itln1,sig. positive,4,4
20kb,itln2,sig. positive,2,2
20kb,itm2ba,sig. negative,2,2
20kb,itm2ba,sig. positive,2,2
20kb,itm2ca,sig. negative,2,2
20kb,itpk1b,sig. negative,1,1
20kb,itpk1b,sig. positive,4,4
20kb,itpka,sig. negative,2,2
20kb,itpka,sig. positive,1,1
20kb,itpkb,sig. negative,1,1
20kb,itpkca,sig. positive,1,1
20kb,itpr3,sig. positive,1,1
20kb,itprip,sig. negative,2,2
20kb,itprip,sig. positive,1,1
20kb,itsn1,sig. negative,1,1
20kb,itsn2a,sig. negative,1,1
20kb,itsn2a,sig. positive,1,1
20kb,itsn2b,sig. negative,1,1
20kb,itsn2b,sig. positive,1,1
20kb,ivd,sig. positive,1,1
20kb,izumo1,sig. negative,2,2
20kb,izumo1,sig. positive,1,1
20kb,jac1,sig. negative,1,1
20kb,jac1,sig. positive,1,1
20kb,jac10,sig. negative,1,1
20kb,jac10,sig. positive,3,3
20kb,jac4,sig. negative,1,1
20kb,jac8,sig. negative,1,1
20kb,jac8,sig. positive,1,1
20kb,jac9,sig. positive,2,2
20kb,jade1,sig. negative,1,1
20kb,jade1,sig. positive,1,1
20kb,jade2,sig. negative,5,5
20kb,jade2,sig. positive,3,3
20kb,jade3,sig. negative,1,1
20kb,jak2a,sig. positive,1,1
20kb,jak3,sig. negative,1,1
20kb,jakmip2,sig. negative,1,1
20kb,jam3a,sig. negative,1,1
20kb,jam3a,sig. positive,1,1
20kb,jarid2a,sig. positive,1,1
20kb,jcada,sig. negative,1,1
20kb,jdp2a,sig. positive,1,1
20kb,jdp2b,sig. negative,3,3
20kb,jdp2b,sig. positive,2,2
20kb,jkamp,sig. negative,1,1
20kb,jmjd6,sig. negative,4,4
20kb,jmjd6,sig. positive,2,2
20kb,jmjd7,sig. negative,1,1
20kb,jmjd7,sig. positive,1,1
20kb,josd1,sig. positive,1,1
20kb,jph1a,sig. negative,1,1
20kb,jpt1b,sig. negative,1,1
20kb,jpt1b,sig. positive,1,1
20kb,jpt2,sig. negative,3,3
20kb,jpt2,sig. positive,3,3
20kb,jtb,sig. negative,1,1
20kb,jtb,sig. positive,1,1
20kb,jun,sig. positive,1,1
20kb,junba,sig. positive,1,1
20kb,junbb,sig. positive,2,2
20kb,jund,sig. positive,1,1
20kb,june,sig. negative,1,1
20kb,kalrna,sig. negative,1,1
20kb,kank1b,sig. negative,1,1
20kb,kank1b,sig. positive,2,2
20kb,kansl1b,sig. negative,1,1
20kb,kansl1b,sig. positive,1,1
20kb,kars1,sig. negative,1,1
20kb,kars1,sig. positive,2,2
20kb,kat14,sig. negative,2,2
20kb,kat14,sig. positive,3,3
20kb,kat2b,sig. negative,3,3
20kb,kat6a,sig. negative,2,2
20kb,kat6a,sig. positive,1,1
20kb,kat6b,sig. negative,1,1
20kb,kat6b,sig. positive,2,2
20kb,kat7a,sig. negative,1,1
20kb,kat7b,sig. positive,1,1
20kb,kat8,sig. positive,1,1
20kb,katnal1,sig. negative,1,1
20kb,katnbl1,sig. positive,1,1
20kb,kazald2,sig. positive,1,1
20kb,kazald3,sig. positive,1,1
20kb,kazna,sig. negative,1,1
20kb,kazna,sig. positive,1,1
20kb,kaznb,sig. negative,3,3
20kb,kbtbd11,sig. positive,1,1
20kb,kbtbd12,sig. negative,4,4
20kb,kbtbd12,sig. positive,2,2
20kb,kbtbd2,sig. positive,1,1
20kb,kbtbd3,sig. positive,1,1
20kb,kbtbd8,sig. negative,1,1
20kb,kcna1a,sig. negative,1,1
20kb,kcna1a,sig. positive,3,3
20kb,kcna4,sig. negative,3,3
20kb,kcna4,sig. positive,2,2
20kb,kcna6a,sig. negative,1,1
20kb,kcna6a,sig. positive,1,1
20kb,kcna7,sig. negative,1,1
20kb,kcnab1a,sig. negative,2,2
20kb,kcnab1a,sig. positive,1,1
20kb,kcnab2a,sig. negative,1,1
20kb,kcnab2b,sig. negative,1,1
20kb,kcnab2b,sig. positive,1,1
20kb,kcnc1a,sig. negative,2,2
20kb,kcnc1a,sig. positive,3,3
20kb,kcnc1b,sig. negative,1,1
20kb,kcnc3a,sig. negative,2,2
20kb,kcnc3a,sig. positive,2,2
20kb,kcnc3b,sig. negative,1,1
20kb,kcnc3b,sig. positive,3,3
20kb,kcnc4,sig. negative,1,1
20kb,kcnc4,sig. positive,1,1
20kb,kcnd2,sig. negative,2,2
20kb,kcnd2,sig. positive,2,2
20kb,kcnf1a,sig. negative,1,1
20kb,kcnf1a,sig. positive,1,1
20kb,kcng3,sig. positive,1,1
20kb,kcng4b,sig. negative,1,1
20kb,kcnh1a,sig. negative,1,1
20kb,kcnh1a,sig. positive,1,1
20kb,kcnh2a,sig. negative,1,1
20kb,kcnh5a,sig. positive,1,1
20kb,kcnh6a,sig. negative,1,1
20kb,kcnh6b,sig. positive,1,1
20kb,kcnh7,sig. positive,1,1
20kb,kcnh8,sig. negative,1,1
20kb,kcnh8,sig. positive,2,2
20kb,kcnip3a,sig. negative,3,3
20kb,kcnip3a,sig. positive,1,1
20kb,kcnj12a,sig. positive,1,1
20kb,kcnj13,sig. negative,1,1
20kb,kcnj19a,sig. negative,1,1
20kb,kcnj1a.3,sig. negative,2,2
20kb,kcnj1a.3,sig. positive,4,4
20kb,kcnj1a.5,sig. negative,2,2
20kb,kcnj1a.5,sig. positive,2,2
20kb,kcnj1a.6,sig. negative,1,1
20kb,kcnj1b,sig. positive,2,2
20kb,kcnj3a,sig. negative,1,1
20kb,kcnj3b,sig. negative,1,1
20kb,kcnk10a,sig. negative,1,1
20kb,kcnk10a,sig. positive,2,2
20kb,kcnk10b,sig. positive,3,3
20kb,kcnk12l,sig. negative,2,2
20kb,kcnk13a,sig. positive,2,2
20kb,kcnk15,sig. negative,1,1
20kb,kcnk15,sig. positive,1,1
20kb,kcnk1b,sig. positive,1,1
20kb,kcnk2a,sig. negative,1,1
20kb,kcnk2b,sig. positive,1,1
20kb,kcnk3a,sig. negative,1,1
20kb,kcnk3a,sig. positive,1,1
20kb,kcnk3b,sig. negative,2,2
20kb,kcnk3b,sig. positive,1,1
20kb,kcnk5b,sig. positive,2,2
20kb,kcnk6,sig. negative,1,1
20kb,kcnk6,sig. positive,1,1
20kb,kcnk7,sig. negative,1,1
20kb,kcnn1b,sig. positive,2,2
20kb,kcnn2,sig. positive,1,1
20kb,kcnn3,sig. negative,1,1
20kb,kcnn4,sig. positive,1,1
20kb,kcnq1.1,sig. positive,1,1
20kb,kcnq5a,sig. negative,2,2
20kb,kcnv2a,sig. negative,1,1
20kb,kcnv2a,sig. positive,1,1
20kb,kctd1,sig. positive,1,1
20kb,kctd12.2,sig. negative,1,1
20kb,kctd12b,sig. negative,1,1
20kb,kctd16a,sig. negative,2,2
20kb,kctd2,sig. negative,1,1
20kb,kctd5a,sig. positive,2,2
20kb,kctd6a,sig. positive,1,1
20kb,kctd7,sig. negative,3,3
20kb,kctd7,sig. positive,3,3
20kb,kctd9a,sig. negative,1,1
20kb,kdelr2a,sig. negative,3,3
20kb,kdelr2a,sig. positive,2,2
20kb,kdelr2b,sig. positive,1,1
20kb,kdm2bb,sig. negative,1,1
20kb,kdm2bb,sig. positive,1,1
20kb,kdm4aa,sig. negative,2,2
20kb,kdm4aa,sig. positive,2,2
20kb,kdm4ab,sig. negative,1,1
20kb,kdm4ab,sig. positive,1,1
20kb,kdm4c,sig. negative,2,2
20kb,kdm4c,sig. positive,1,1
20kb,kdm5ba,sig. negative,1,1
20kb,kdm5ba,sig. positive,1,1
20kb,kdm5c,sig. negative,2,2
20kb,kdm6a,sig. negative,1,1
20kb,kdm6a,sig. positive,1,1
20kb,kdm6al,sig. positive,2,2
20kb,kdm6bb,sig. positive,1,1
20kb,kdrl,sig. negative,3,3
20kb,kdrl,sig. positive,2,2
20kb,keap1a,sig. negative,1,1
20kb,keap1a,sig. positive,1,1
20kb,keap1b,sig. negative,4,4
20kb,keap1b,sig. positive,2,2
20kb,khdrbs1a,sig. negative,1,1
20kb,khdrbs2,sig. positive,1,1
20kb,kiaa1549lb,sig. positive,1,1
20kb,kidins220b,sig. negative,1,1
20kb,kidins220b,sig. positive,2,2
20kb,kif13ba,sig. negative,1,1
20kb,kif16ba,sig. negative,1,1
20kb,kif16ba,sig. positive,1,1
20kb,kif16bb,sig. positive,1,1
20kb,kif18a,sig. negative,1,1
20kb,kif18a,sig. positive,1,1
20kb,kif1aa,sig. negative,2,2
20kb,kif1aa,sig. positive,4,4
20kb,kif1ab,sig. negative,1,1
20kb,kif1ab,sig. positive,1,1
20kb,kif1b,sig. negative,1,1
20kb,kif1b,sig. positive,1,1
20kb,kif20ba,sig. negative,1,1
20kb,kif20bb,sig. negative,1,1
20kb,kif22,sig. negative,1,1
20kb,kif23,sig. positive,1,1
20kb,kif26aa,sig. negative,2,2
20kb,kif26ab,sig. positive,1,1
20kb,kif28,sig. negative,1,1
20kb,kif28,sig. positive,2,2
20kb,kif3a,sig. negative,1,1
20kb,kif3cb,sig. positive,1,1
20kb,kif4,sig. positive,1,1
20kb,kif5aa,sig. negative,1,1
20kb,kif5ab,sig. positive,1,1
20kb,kifap3a,sig. negative,2,2
20kb,kifap3a,sig. positive,2,2
20kb,kin,sig. negative,2,2
20kb,kin,sig. positive,3,3
20kb,kirrel1b,sig. negative,1,1
20kb,kirrel1b,sig. positive,2,2
20kb,kirrel3a,sig. positive,2,2
20kb,kiss1,sig. positive,1,1
20kb,kiss2,sig. negative,1,1
20kb,kita,sig. negative,1,1
20kb,kitb,sig. positive,1,1
20kb,kitlgb,sig. negative,2,2
20kb,kitlgb,sig. positive,1,1
20kb,kl,sig. negative,2,2
20kb,kl,sig. positive,1,1
20kb,klb,sig. negative,1,1
20kb,klb,sig. positive,2,2
20kb,klc3,sig. negative,1,1
20kb,klf1,sig. negative,1,1
20kb,klf1,sig. positive,1,1
20kb,klf15,sig. positive,2,2
20kb,klf17,sig. negative,1,1
20kb,klf2a,sig. negative,2,2
20kb,klf2a,sig. positive,1,1
20kb,klf2b,sig. negative,2,2
20kb,klf2b,sig. positive,1,1
20kb,klf3,sig. negative,1,1
20kb,klf3,sig. positive,1,1
20kb,klf4,sig. positive,1,1
20kb,klf6a,sig. negative,1,1
20kb,klf6b,sig. negative,3,3
20kb,klf6b,sig. positive,2,2
20kb,klf7a,sig. negative,1,1
20kb,klf7b,sig. negative,1,1
20kb,klf9,sig. negative,1,1
20kb,klhdc4,sig. negative,1,1
20kb,klhdc4,sig. positive,1,1
20kb,klhdc7a,sig. negative,1,1
20kb,klhl10a,sig. positive,1,1
20kb,klhl10b.2,sig. negative,1,1
20kb,klhl10b.2,sig. positive,2,2
20kb,klhl12,sig. positive,1,1
20kb,klhl13,sig. negative,1,1
20kb,klhl13,sig. positive,2,2
20kb,klhl17,sig. negative,1,1
20kb,klhl2,sig. negative,1,1
20kb,klhl23,sig. negative,1,1
20kb,klhl24a,sig. negative,1,1
20kb,klhl24a,sig. positive,1,1
20kb,klhl24b,sig. positive,1,1
20kb,klhl29,sig. negative,1,1
20kb,klhl29,sig. positive,1,1
20kb,klhl30,sig. positive,1,1
20kb,klhl31,sig. positive,1,1
20kb,klhl36,sig. positive,1,1
20kb,klhl38b,sig. negative,2,2
20kb,klhl38b,sig. positive,3,3
20kb,klhl40b,sig. negative,1,1
20kb,klhl42,sig. negative,1,1
20kb,klhl43,sig. negative,1,1
20kb,klhl43,sig. positive,1,1
20kb,klhl5,sig. negative,1,1
20kb,klhl5,sig. positive,1,1
20kb,klhl6,sig. negative,1,1
20kb,klhl7,sig. positive,1,1
20kb,klhl8,sig. negative,5,5
20kb,klhl8,sig. positive,2,2
20kb,kmt2a,sig. negative,2,2
20kb,kmt2a,sig. positive,1,1
20kb,kmt2bb,sig. negative,1,1
20kb,kmt2cb,sig. negative,3,3
20kb,kmt2cb,sig. positive,2,2
20kb,kmt2d,sig. positive,1,1
20kb,kmt2e,sig. negative,1,1
20kb,kmt5ab,sig. negative,2,2
20kb,kmt5ab,sig. positive,1,1
20kb,kmt5b,sig. positive,1,1
20kb,kmt5c,sig. negative,1,1
20kb,kmt5c,sig. positive,2,2
20kb,kng1,sig. negative,1,1
20kb,knstrn,sig. positive,1,1
20kb,kntc1,sig. negative,2,2
20kb,kntc1,sig. positive,1,1
20kb,kpna1,sig. positive,1,1
20kb,kpna2,sig. negative,3,3
20kb,kpna2,sig. positive,1,1
20kb,kpna5,sig. positive,1,1
20kb,kpna6,sig. negative,3,3
20kb,kpna6,sig. positive,1,1
20kb,kpna7,sig. negative,1,1
20kb,kpnb3,sig. negative,1,1
20kb,krcp,sig. negative,2,2
20kb,krcp,sig. positive,3,3
20kb,kri1,sig. negative,1,1
20kb,kri1,sig. positive,2,2
20kb,krit1,sig. negative,2,2
20kb,krit1,sig. positive,2,2
20kb,krr1,sig. negative,1,1
20kb,krr1,sig. positive,3,3
20kb,krt15,sig. negative,1,1
20kb,krt18a.2,sig. negative,1,1
20kb,krt18b,sig. positive,2,2
20kb,krt222,sig. negative,1,1
20kb,krt222,sig. positive,3,3
20kb,krt5,sig. negative,1,1
20kb,krt5,sig. positive,1,1
20kb,krt92,sig. positive,1,1
20kb,krt93,sig. negative,1,1
20kb,krt94,sig. negative,1,1
20kb,krt94,sig. positive,1,1
20kb,krt96,sig. positive,1,1
20kb,krt98,sig. negative,3,3
20kb,krt98,sig. positive,1,1
20kb,krt99,sig. positive,1,1
20kb,krtcap2,sig. positive,1,1
20kb,ksr1a,sig. negative,1,1
20kb,ksr2,sig. positive,1,1
20kb,ktn1,sig. negative,1,1
20kb,kxd1,sig. negative,1,1
20kb,kyat1,sig. negative,1,1
20kb,l1camb,sig. positive,1,1
20kb,l2hgdh,sig. negative,1,1
20kb,l2hgdh,sig. positive,3,3
20kb,l3mbtl1,sig. positive,2,2
20kb,l3mbtl1b,sig. negative,1,1
20kb,l3mbtl2,sig. negative,2,2
20kb,l3mbtl2,sig. positive,3,3
20kb,lacc1,sig. negative,1,1
20kb,lactb,sig. negative,1,1
20kb,lactb,sig. positive,2,2
20kb,lactbl1b,sig. negative,1,1
20kb,lactbl1b,sig. positive,1,1
20kb,lad1,sig. negative,3,3
20kb,lad1,sig. positive,1,1
20kb,lama3,sig. negative,1,1
20kb,lama5,sig. negative,1,1
20kb,lama5,sig. positive,2,2
20kb,lamb1a,sig. negative,1,1
20kb,lamb1a,sig. positive,1,1
20kb,lamb1b,sig. negative,1,1
20kb,lamb1b,sig. positive,1,1
20kb,lamb2,sig. positive,1,1
20kb,lamb2l,sig. negative,1,1
20kb,lamb2l,sig. positive,1,1
20kb,lamc1,sig. positive,1,1
20kb,lamp1b,sig. negative,1,1
20kb,lamp1b,sig. positive,1,1
20kb,lamtor1,sig. negative,1,1
20kb,lancl1,sig. negative,1,1
20kb,lancl2,sig. negative,1,1
20kb,lap3,sig. negative,4,4
20kb,lap3,sig. positive,1,1
20kb,laptm4b,sig. negative,3,3
20kb,laptm4b,sig. positive,1,1
20kb,larp1,sig. negative,1,1
20kb,larp1b,sig. positive,1,1
20kb,larp6b,sig. positive,1,1
20kb,lars2,sig. negative,1,1
20kb,lars2,sig. positive,1,1
20kb,lats1,sig. negative,1,1
20kb,lats1,sig. positive,1,1
20kb,lats2,sig. negative,1,1
20kb,lbh,sig. positive,1,1
20kb,lbr,sig. negative,1,1
20kb,lca5,sig. negative,3,3
20kb,lcat,sig. positive,1,1
20kb,lcn15,sig. negative,1,1
20kb,lcn15,sig. positive,1,1
20kb,lcor,sig. negative,1,1
20kb,lcor,sig. positive,1,1
20kb,lcorl,sig. negative,2,2
20kb,lcp2a,sig. negative,1,1
20kb,lctla,sig. negative,1,1
20kb,lctla,sig. positive,2,2
20kb,ldah,sig. negative,1,1
20kb,ldah,sig. positive,1,1
20kb,ldb1a,sig. positive,2,2
20kb,ldb1b,sig. negative,1,1
20kb,ldb1b,sig. positive,1,1
20kb,ldb2b,sig. negative,1,1
20kb,ldb3a,sig. negative,3,3
20kb,ldb3a,sig. positive,2,2
20kb,ldhd,sig. negative,1,1
20kb,ldlra,sig. negative,1,1
20kb,ldlra,sig. positive,1,1
20kb,ldlrad2,sig. negative,1,1
20kb,ldlrad3,sig. negative,2,2
20kb,ldlrap1a,sig. negative,1,1
20kb,ldlrap1a,sig. positive,4,4
20kb,ldlrap1b,sig. negative,2,2
20kb,ldlrap1b,sig. positive,1,1
20kb,lectin,sig. negative,4,4
20kb,lectin,sig. positive,1,1
20kb,lef1,sig. negative,1,1
20kb,lef1,sig. positive,2,2
20kb,lemd3,sig. negative,2,2
20kb,lenep,sig. positive,1,1
20kb,leng9,sig. negative,2,2
20kb,leo1,sig. negative,1,1
20kb,leo1,sig. positive,1,1
20kb,lepa,sig. negative,1,1
20kb,lepb,sig. negative,1,1
20kb,lepb,sig. positive,2,2
20kb,lepr,sig. negative,1,1
20kb,lepr,sig. positive,1,1
20kb,letm2,sig. positive,1,1
20kb,letmd1,sig. negative,1,1
20kb,letmd1,sig. positive,2,2
20kb,lfng,sig. negative,2,2
20kb,lfng,sig. positive,2,2
20kb,lft2,sig. negative,2,2
20kb,lft2,sig. positive,1,1
20kb,lgals1l1,sig. negative,1,1
20kb,lgals2a,sig. negative,1,1
20kb,lgals3b,sig. negative,4,4
20kb,lgals3b,sig. positive,2,2
20kb,lgals8b,sig. negative,2,2
20kb,lgals8b,sig. positive,3,3
20kb,lgals9l3,sig. negative,1,1
20kb,lgals9l6,sig. positive,1,1
20kb,lgalsla,sig. negative,3,3
20kb,lgalsla,sig. positive,2,2
20kb,lgalslb,sig. negative,1,1
20kb,lgi2a,sig. negative,1,1
20kb,lgi2b,sig. negative,3,3
20kb,lgi2b,sig. positive,2,2
20kb,lgmn,sig. negative,3,3
20kb,lgmn,sig. positive,1,1
20kb,lgr4,sig. positive,1,1
20kb,lgsn,sig. positive,1,1
20kb,lhfpl2a,sig. positive,2,2
20kb,lhfpl3,sig. positive,2,2
20kb,lhfpl4a,sig. negative,2,2
20kb,lhfpl4a,sig. positive,1,1
20kb,lhfpl5b,sig. positive,1,1
20kb,lhfpl6,sig. positive,1,1
20kb,lhx2a,sig. negative,1,1
20kb,lhx8a,sig. negative,3,3
20kb,lhx8a,sig. positive,2,2
20kb,lhx9,sig. negative,1,1
20kb,lifra,sig. positive,1,1
20kb,lifrb,sig. negative,2,2
20kb,lig1,sig. positive,4,4
20kb,lig3,sig. negative,1,1
20kb,lig3,sig. positive,1,1
20kb,lig4,sig. negative,1,1
20kb,lim2.1,sig. negative,1,1
20kb,lim2.1,sig. positive,1,1
20kb,lim2.3,sig. negative,7,7
20kb,lim2.3,sig. positive,3,3
20kb,lim2.5,sig. negative,1,1
20kb,lim2.5,sig. positive,2,2
20kb,lima1a,sig. negative,3,3
20kb,limch1b,sig. positive,1,1
20kb,limd2,sig. negative,1,1
20kb,limk1b,sig. negative,1,1
20kb,lin28b,sig. negative,1,1
20kb,lin52,sig. positive,1,1
20kb,lin54,sig. negative,1,1
20kb,lin7a,sig. negative,1,1
20kb,lin7b,sig. negative,1,1
20kb,lin7b,sig. positive,3,3
20kb,lingo1a,sig. negative,2,2
20kb,lingo1a,sig. positive,3,3
20kb,lingo2b,sig. positive,1,1
20kb,lingo3a,sig. negative,4,4
20kb,lingo3a,sig. positive,3,3
20kb,lingo4a,sig. negative,2,2
20kb,lingo4a,sig. positive,3,3
20kb,lingo4b,sig. negative,1,1
20kb,lipca,sig. negative,2,2
20kb,lipca,sig. positive,2,2
20kb,lipea,sig. negative,3,3
20kb,lipea,sig. positive,3,3
20kb,lipeb,sig. positive,1,1
20kb,lipg,sig. negative,1,1
20kb,lipg,sig. positive,1,1
20kb,lix1l,sig. positive,2,2
20kb,llgl1,sig. negative,3,3
20kb,lman2,sig. negative,1,1
20kb,lman2,sig. positive,2,2
20kb,lman2la,sig. negative,1,1
20kb,lman2la,sig. positive,1,1
20kb,lmbr1,sig. negative,1,1
20kb,lmbrd1,sig. positive,1,1
20kb,lmcd1,sig. positive,1,1
20kb,lmf1,sig. negative,1,1
20kb,lmf1,sig. positive,1,1
20kb,lmf2a,sig. negative,2,2
20kb,lmln,sig. negative,2,2
20kb,lmln,sig. positive,3,3
20kb,lmna,sig. negative,3,3
20kb,lmnb2,sig. negative,2,2
20kb,lmnb2,sig. positive,1,1
20kb,lmnl3,sig. positive,1,1
20kb,lmo1,sig. negative,1,1
20kb,lmo1,sig. positive,1,1
20kb,lmo2,sig. negative,1,1
20kb,lmo3,sig. negative,2,2
20kb,lmo3,sig. positive,3,3
20kb,lmo7b,sig. negative,1,1
20kb,lmo7b,sig. positive,2,2
20kb,lmod1b,sig. negative,2,2
20kb,lmod1b,sig. positive,2,2
20kb,lmod2b,sig. negative,1,1
20kb,lmod2b,sig. positive,1,1
20kb,lmod3,sig. negative,1,1
20kb,lmod3,sig. positive,1,1
20kb,lmtk2,sig. negative,1,1
20kb,lmx1a,sig. positive,1,1
20kb,lmx1al,sig. negative,1,1
20kb,lmx1al,sig. positive,1,1
20kb,lmx1ba,sig. negative,3,3
20kb,lmx1ba,sig. positive,1,1
20kb,lmx1bb,sig. negative,1,1
20kb,lmx1bb,sig. positive,1,1
20kb,lnpa,sig. negative,1,1
20kb,lnpa,sig. positive,1,1
20kb,lnpep,sig. positive,2,2
20kb,lnpk,sig. negative,1,1
20kb,lnx1,sig. negative,3,3
20kb,lnx1,sig. positive,1,1
20kb,lnx2b,sig. negative,1,1
20kb,lonp1,sig. negative,2,2
20kb,lonp2,sig. negative,1,1
20kb,lonp2,sig. positive,2,2
20kb,loxa,sig. negative,1,1
20kb,loxhd1a,sig. negative,1,1
20kb,loxhd1a,sig. positive,2,2
20kb,loxhd1b,sig. negative,1,1
20kb,loxl1,sig. negative,4,4
20kb,loxl1,sig. positive,3,3
20kb,loxl2b,sig. negative,1,1
20kb,loxl2b,sig. positive,1,1
20kb,loxl3a,sig. negative,1,1
20kb,loxl3a,sig. positive,1,1
20kb,loxl4,sig. negative,1,1
20kb,loxl4,sig. positive,1,1
20kb,loxl5b,sig. positive,2,2
20kb,lpar1,sig. negative,2,2
20kb,lpar1,sig. positive,1,1
20kb,lpar2a,sig. positive,1,1
20kb,lpar2b,sig. negative,1,1
20kb,lpar5b,sig. positive,1,1
20kb,lpcat1,sig. negative,1,1
20kb,lpcat3,sig. negative,1,1
20kb,lpcat3,sig. positive,2,2
20kb,lrch1,sig. negative,1,1
20kb,lrch3,sig. positive,1,1
20kb,lrfn2b,sig. negative,1,1
20kb,lrfn5a,sig. positive,1,1
20kb,lrguk,sig. positive,1,1
20kb,lrig1,sig. positive,1,1
20kb,lrig2,sig. negative,1,1
20kb,lrit1a,sig. negative,1,1
20kb,lrmda,sig. negative,1,1
20kb,lrmda,sig. positive,1,1
20kb,lrp10,sig. negative,1,1
20kb,lrp13,sig. negative,1,1
20kb,lrp2a,sig. negative,2,2
20kb,lrp2b,sig. negative,3,3
20kb,lrp2b,sig. positive,2,2
20kb,lrp3,sig. negative,1,1
20kb,lrp3,sig. positive,3,3
20kb,lrp4,sig. negative,1,1
20kb,lrp5,sig. positive,1,1
20kb,lrp8,sig. negative,1,1
