filtered_gene_names
usp53b
myoz2b
synpo2b
si:ch211-145b13.6
gpank1
pdcd4a
mxd4
ndufb6
toporsa
mtap
cdkn2a/b
cxxc4
tet2
ppa2
arhgef38
ints12
uso1
anp32b
hemgn
trmo
si:dkey-25o16.4
foxe1
sh3gl2a
cntln
bnc2
si:ch211-127n13.2
pspc1
dnajb14
sugt1
chst10
snapc3
psip1a
si:ch1073-440b2.1
ednrba
timmdc1
poglut1
pwp2h
gpm6ba
gemin8
cbsa
cryaa
hsf2bp
ankrd10a
cars2
irs2a
lig4
si:dkey-1h24.6
raph1b
spp2
alg11
cpb2
zc3h13
tm9sf2
zic2b
pcca
vps8
tmem41ab
igf2bp2b
ubac2
gpr183b
dachc
bora
dis3
metap1d
dlx2b
itga6b
ppp1r9alb
kcnq5b
rims1b
cenpk
lbx1b
slc2a15b
fgf8b
dpcd
poll
wbp1lb
as3mt
cnnm2b
nt5c2b
inab
anos1a
sts
pnpla4
pudp
nlgn4xa
prkx
mxra5a
gyg2
cd99
dhrsx
creb1a
chmp2bb
htr1fb
cldng
znf654
arl13b
nsun3
epha6
arl6
slc5a7a
kctd12.2
lmo7b
klf12a
pibf1
gpalpp1
gtf2f2a
tpt1
zgc:172122
sc:d189
usp38
gab1
frem3
si:dkey-27h10.2
hhip
si:ch211-194g2.4
smad1
mmaa
zgc:152968
znf827
lsm6
pou4f2
ednraa
tmem184c
prmt9
arhgap10
nr3c2
dclk2a
fam193a
tnip2
scpp1
sparcl1
si:dkeyp-13d11.1
galnt7
hmgb2a
hand2
cep44
fbxo8
hpgd
glra3
gpm6ab
wdr17
asb5b
spcs3
vegfc
tenm3
dctd
irf2a
tmem134
stox2a
sod3b
ing2
aip
cdk2ap2
lgi2b
ccdc149b
si:dkey-117m1.4
cntf
si:ch211-113e8.11
zgc:152658
zgc:194443
si:ch211-113e8.9
si:ch211-113e8.5
faah2a
vwa10.1
vwa10.2
maml3
scoca
clgn
naa15b
zgc:153642
htra3a
gpr78a
cpz
hmx4
hmx1
adra2c
lrpap1
rgs12b
htt
si:ch211-89o9.4
paip2b
dok1a
si:ch211-89o9.6
dtx4b
si:dkey-56e3.3
mogs
fbxo41
rnf24
smox
si:dkey-37g12.1
adra1d
ctnna2
lrrtm1
suclg1
cisd2
bdh2
tacr3a
cnga1a
enam
scpp5
scpp7
ambn
si:dkey-22i16.7
odam
scpp9
si:dkey-22i16.9
zgc:66472
si:ch73-109d9.1
si:ch73-109d9.3
si:ch73-109d9.2
vwa11
cabp2a
slc43a3a
ctnnd1
timm10
unc93b1
cryba1l2
crybb1l2
rtn4rl2a
zdhhc5a
tmx2b
med19b
slc43a1b
si:dkey-28b4.8
ssrp1b
p2rx3b
si:dkey-9i23.4
si:dkey-9i23.5
si:dkey-9i23.6
tmem187
si:dkey-9i23.8
ndufs8a
stx3a
kdm2aa
tcirg1a
wu:fc21g02
si:dkey-9i23.15
si:dkey-9i23.14
tmem176
si:dkey-9i23.16
vps37c
tmem132a
dnaja1
smu1b
rps6
btr01
muc13a
zgc:111983
ddx39aa
si:ch73-90k17.1
emp1
si:ch211-243a20.4
si:ch211-243a20.3
grin2bb
atf7ip
serhl
trappc5
mcoln1a
si:ch211-214c7.5
pkn1a
map2k7
pnpla6
lipt1
eif5b
arhgef7b
sox1b
atp11a
tubgcp3
mcf2la
si:busm1-105l16.2
cab39l
cdadc1
rcbtb1
arl11
ebpl
kpna3
spryd7a
agpat3
pdxkb
tmprss3b
pknox1.2
si:dkey-22n8.3
itsn1
cryzl1
setd4
mhc1zea
mhc1zda
mhc1zca
mhc1zba
cbr1
morc3b
bcl9
gja5b
gja8b
fstl1a
lrrc58a
stn1
sh3pxd2aa
neurl1aa
cfap58
cxcl18b
si:ch73-6k14.2
caly
msx1b
si:dkeyp-80c12.8
gsk3bb
taf5
atp5md
pdcd11
zgc:175214
calhm1
zp3c
col17a1a
slkb
tsga10
lef1
hadh
gstcd
cyp2u1
sgms2a
npnta
tbck
aimp1a
dkk2
papss1
pkd2
abcg2d
herc3
fam13a
zgc:154142
otx2a
mdh1aa
ugp2a
spast
dpy30
psen2
srd5a2a
jag1a
btbd3a
esf1
ndufaf5
kif16ba
mast1a
atg4da
actr2a
spred2a
meis1a
ppp3r1b
cnrip1a
prokr1a
snrpb2
rnaseh2a
prdx2
junba
dand5
nfixa
rad23aa
rnf11a
get3
best2
rab3da
pld6
cnn1a
si:dkey-121b10.7
zgc:194101
si:ch211-217k17.12
si:ch211-217k17.11
si:ch211-217k17.10
glb1
cldnd1b
acy3.2
acy3.1
tacr3l
abca1a
slc44a1a
aptx
osbp
wu:fc75a09
patl1
smarca5
inpp4b
il15
znf330
rnf150a
tbc1d9
ucp1
elmod2
zgc:66455
b3gnt2a
commd1
si:ch211-213b8.4
xpo1a
fam161a
cct4
pus10
akt3b
ifngr1
ltv1
capn9
taf5l
nup133
acta1a
ccsapa
dla
triobpa
smdt1b
dcaf15
rfx1b
rln3b
nthl1
tsc2
pkd1a
si:ch211-202h22.10
tekt4
si:ch211-202h22.9
si:ch211-202h22.8
si:ch211-202h22.7
gprc5bb
knop1
exosc1
pgam1b
cdc25d
pi4k2a
nlrc6
si:ch211-196h16.5
zfyve27
golga7ba
crtac1a
r3hcc1l
khsrp
slc25a23a
si:ch211-196h16.12
zgc:136864
vps54
peli1a
lgalsla
aftpha
sertad2a
rab1aa
mb
pane1
zgc:158803
mri1
nanos3
si:ch211-286b5.4
si:ch211-286b5.5
si:ch211-286b5.6
zgc:172106
si:ch211-286b5.8
si:ch211-286b5.9
si:dkey-9c18.3
adgre9
adgre15
adgre10
dnajb1b
tecrb
ndufb7
zgc:136908
samd1b
prkacab
asf1bb
si:ch73-343l4.8
c3a.4
c3a.6
c3a.1
crb3b
zgc:65894
c3a.2
c3a.3
gcgrb
dre-mir-722
zgc:171452
si:ch211-1f22.3
si:ch211-1f22.1
si:ch211-1f22.2
si:ch211-1f22.16
rac1l
mycbpap
epn3b
b3gntl1
metrnlb
zgc:171470
si:dkey-1c7.3
si:ch211-114l13.12
si:ch211-114l13.9
nxnl1
trim35-1
caspb
si:ch211-114l13.13
si:ch211-114l13.1
caspbl
si:ch211-15j1.5
si:ch211-15j1.4
si:ch211-15j1.1
si:dkey-222h21.11
si:dkey-222h21.12
si:dkey-222h21.10
si:dkey-222h21.9
ggt1l2.2
si:dkey-222h21.8
si:dkey-222h21.7
si:dkey-222h21.6
si:dkey-222h21.3
ggt1l2.1
si:dkey-222h21.2
si:dkey-222h21.1
si:ch73-236c18.2
si:ch73-59p9.2
si:ch73-236c18.3
zgc:194906
si:ch73-236c18.7
zgc:172091
slc27a1b
adgre5b.3
adgre5b.2
si:ch73-221f6.1
zgc:174890
tmed1b
dnm2b
trip10b
eri2
thumpd1
cdc37
pin1
soul5l
wu:fk65c09
lpar2b
akap8l
mvb12a
olfm2b
col5a3b
rdh8b
txndc11
parn
cyp3a65
sp6
zmp:0000001082
wfikkn1
zgc:153913
cldn1
angptl1b
fggy
znfl2a
igfbp1b
adcy1b
zgc:113518
znf1014
zgc:113293
dhx30
phlpp1
si:ch73-40a17.4
znf1008
zgc:113452
zgc:174263
sharpin
si:dkey-33c14.6
si:dkey-33c14.7
wrnip1
mylk4a
foxc1a
ftr93
foxf2a
foxq1a
irf4a
dusp22b
ripk1l
si:ch211-241e1.5
si:ch211-241e1.3
cacna1eb
polr2d
abcf3
ss18
rpe65a
gpaa1
si:ch211-188c16.1
c8a
c8b
dab1b
prkacbb
adgrl2b.1
exosc4
bcl10
mcoln3a
ssx2ipa
tubb2
slc22a23
dspa
higd1a
ccdc13
tmie
pth1r
myl13
serbp1b
aqp1a.1
aqp1a.2
thoc1
usp14
rock1
eif2b5
pik3r3a
ipp
guk1a
arf1
wnt3a
wnt9a
snap47
jmjd4
iba57
fuz
c1ql3b
pter
mmp16b
egfra
npc1
mpp7b
mkxb
rab18b
yme1l1b
mib1
gata6
cables1
wacb
bambib
adipoqb
tnk2b
tfr1a
ptmab
phb2a
pex5lb
si:ch1073-184j22.1
si:ch1073-184j22.2
sft2d3
wdr33
dusp28
proca
saga
cldn15la
crfb16
parla
mb21d2
fgf12a
cwc25
sst2
nyap2b
slc35d1b
mier1b
dis3l2
tmem125b
slc1a7a
scp2a
czib
uck2b
aldh9a1b
zte38
prdx1
fzr1b
si:ch73-344o19.1
gng5
zp3b
arl14
ppm1la
otol1a
si:dkey-119f1.1
rgs1
rgs18
brinp3b
rgs5b
nos1apb
ddr2b
xpr1b
cdc14aa
vcam1a
extl2
zgc:110366
rc3h1b
si:ch211-13f8.1
zgc:153115
si:dkeyp-106c3.1
si:dkeyp-106c3.2
asip2b
ripk2
dcun1d1
eif4a2
b3gnt5b
tbl1xr1b
ephb3a
pcolce2a
pls1
chst2a
dipk2aa
si:ch211-71m22.1
si:ch211-71m22.5
si:ch211-71m22.3
fubp1
miga1
usp33
zzz3
ak5
pigk
st6galnac5a
st6galnac3
cope
slc25a24l
dnajb4
gipc2
txndc12
zmp:0000001127
zgc:153615
selenot1a
dvl3a
si:ch1073-170o4.1
pcyt1aa
ap2m1a
anxa13l
si:ch211-252f13.5
abi1b
tsen15
zgc:55943
sec22ba
imp3
slc35a3b
fam78ba
cmpk
bcl6ab
insl5b
ahsg2
nsun4
dmbx1a
gadd45aa
gng12a
wls
scinlb
ccdc18
mtf2
dipk1aa
rpl5a
evi5a
gfi1aa
rpap2
glmna
cdc7
tceanc2
cdcp2
mrpl37
ssbp3a
acot11a
fam151a
lrrc53
cryz
tyw3
lhx8a
slc44a5a
sdr16c5a
penka
ftr01
greb1l
abhd3
ro60
cdc73
gpr158b
arhgap21b
dpp6b
kmt2cb
prkag2b
bcl2b
kdsr
vps4b
nmur1b
cfap57
ebna1bp2
zbtb41
cpdp
sgip1b
pde4bb
hccsa.2
hccsa.1
si:dkey-10f21.4
cnn3b
f3b
abcd3b
arhgap29b
abca4b
tecrl2b
olfm3b
col11a1b
amy2a
vav3b
selenoj
sh3glb1b
arhgef4
atr
zgc:110269
agfg1b
fbxo36b
grk7a
atp1b3a
xrn1
gk5
ppp1r7
ubxn7
tfa
eif4g1a
clcn2a
thpo
pif1
ptger4c
st3gal3b
kdm4ab
ptprfb
pbx1a
glula
kncn
elovl1a
cdc20
cc2d1b
zfyve9a
pimr141
pimr52
pimr49
pimr140
pimr51
pimr50
pimr54
rwdd3
ptbp2b
dpydb
dre-mir-137-1
plppr5a
plppr4a
palmda
si:ch211-153l6.6
frrs1a
agla
si:ch73-14h1.2
si:ch211-267e7.3
olfml2bb
dusp12
rxrga
prg4a
tpra
odr4
pdca
ptgs2a
pla2g4aa
arpc5a
lyrm4
nrn1b
rreb1b
riok1
nebl
pip4k2ab
bmi1b
dnajc1
si:dkey-29d8.3
vipr1a
zbtb47a
klhl40a
hhatla
ctdsplb
plcd1b
afg3l2
inhbab
mplkip
ralab
fbxl7
chd7
rab2a
ca8
tox
cyp7a1
fam110b
selenof
hs2st1a
zgc:56628
gtf2b
lrrc8da
znf644a
hfm1
cldn18
stk25b
bokb
thap4
zgc:161973
agxtb
kif1ab
espnlb
rab6bb
aire
amotl2b
myo7bb
sap130b
mllt1b
znf414
mknk2a
csnk1g2a
mfsd12a
prrx1a
kifap3b
niban1b
rnf2
ivns1abpb
rpp40
cdyl
oxsr1a
slc22a13a
xirp1
csrnp1a
gorasp1a
tgfbr1a
col15a1b
slc12a7a
kcnh2a
map4l
myh7
dre-mir-736
myh7l
fitm1l
trnau1apb
mrpl34
ano8a
pimr68
plvapa
nr2f6a
zgc:154006
kcnn1a
insl3
si:rp71-39b20.4
rps28
angptl4
cnn2
crsp7
crtc1a
mast3a
pik3r2
mpv17l2
pde4ca
rab3aa
agtr1a
gyg1a
hltf
nck1a
slc35g2a
stag1a
pccb
msl2a
nceh1a
ppp2r3a
fndc3ba
ghsra
pld1a
tnika
slc2a2
eif5a2
slc7a14a
cldn11a
grin3ba
plppr3a
palm1b
ptbp1a
efna2a
rabggtb
acadm
hectd3
rps8a
best4
si:ch211-106k21.5
ndc1
zgc:113691
yipf1
lrrc42
tmem59
u2surp
ttpa
asph
impa1
si:dkey-181m9.8
cdh7a
dsela
tmx3a
tesk2
toe1
si:ch73-382f3.1
selenop2
elovl8a
zswim5
urod
lyn
tmem68
buc
rnf152
mc4r
cdh6
mmp15b
dhcr7
nadsyn1
cdh10a
cdh12a
cdh18a
cahz
dlgap1a
ptf1a
si:dkey-188g12.1
si:ch211-207d6.2
paxip1
htr5aa
en2b
cnpy1
rbm33b
shhb
dnajb6a
trpa1a
rpl7
rdh10b
elocb
tmem70
jph1b
pi15b
crispld1b
socs6b
cbln2a
atpsckmt
ankrd33bb
ctnnd2b
si:dkey-94e7.2
tcea1
rgs20
atp6v1h
oprk1
chmp5a
bag1
myl12.2
myom1a
lpin2
emilin2a
adcyap1b
clul1
colec12
stam
cacnb2b
mrc1b
si:ch211-106h4.4
si:ch211-106h4.5
si:ch211-106h4.12
ackr4a
e2f5
lrrcc1
ralyl
and2
retreg1
rnf182
ranbp9
nol7
epdr1
stard3nl
trgv2
amph
otulinb
ankhb
mycb
fam49ba
asap1a
ubtfl
slc4a2a
ttc19
faim2a
abcf2a
smarcd3a
tmub1
fastk
si:dkeyp-73d8.6
ccr9a
si:dkeyp-73d8.8
si:dkeyp-73d8.9
puf60a
nrbp2a
klhl18
bfsp2
zgc:136930
prpf4ba
si:dkey-154p10.3
pxdc1a
opn4.1
tmem53
rnf220a
klf17
slc6a9
ccdc24
zgc:113531
b4galt2
atp6v0b
kiss1ra
kif2c
ptch2
eif2b3
klhl20
cenpl
dars2
si:dkey-21n10.3
brinp2
astn1
pappa2
cop1
tnr
tnn
mrps14
cacybp
plk3
si:dkey-4i23.5
ankrd45
rasal2
dhx9
lamc1
lamc2
nmnat2
smg7
trdc
ing5b
pak2a
klhl6
ccnl1b
ptx3b
golim4b
pdcd10b
slitrk3b
nrd1a
rabgap1l2
map1sb
gadd45bb
gng7
diras1b
zgc:101744
slc1a8b
elavl1a
tspan37
pex19
copa
apoda.2
apoda.1
samd7
sec62
nadkb
gpr160
skila
prkci
phc3
dapk3
sppl2
arhgef18a
insra
myo9b
ftr66
nfatc4
ltb4r2b
sdr39u1
rpph1
mettl17
parp2
si:ch211-284o19.8
zgc:66427
cbln13
hbl4
mbl2
hbl2
tep1
cbln10
cbln14
cbln9
apol1
pcp4l1
dcaf8
hnrnpc
casq1a
si:rp71-1g18.1
tox4a
chd8
cbln12
trim110
sall2
mmp14b
acin1a
si:ch211-14a17.10
dhrs1
homeza
rnf212b
zp3f.1
zp3f.2
nedd8l
ap1g2
slc7a8b
prmt5
psmb11a
psmb5
carmil3
si:ch211-119o8.4
rem2
si:ch211-119o8.6
copb2
rbp2b
rbp1.2
rbp1.1
nmnat3
cbln7
spsb4a
zgc:136870
slc25a36a
epha4a
si:ch211-122l24.6
ccl34a.3
ccl34a.4
epha4b
uggt1
hs6st1a
otomp
acvr1l
d2hgdh
znf622
keap1a
crlf1a
odf3l2a
ebi3
gbp2
gbp1
cspp1b
vcpip1
si:dkey-97a13.12
adhfe1
trim55a
cyp7b1
slc39a6
tmeff1a
cavin4a
ift57
apom
ftr02
ftr06
ftr07
si:dkey-7l6.3
gtpbp4
slco5a1a
esyt2a
dip2cb
myo10
ftr11
ftr12
basp1
adcy8
efr3a
oc90
kcnq3
ftr13
ftr14
crema
pard3ab
nrp1b
itgb1b
epc1b
itgb1b.1
itgb1b.2
kif5ba
ftr16
arhgap12a
zeb1a
nlrb5
gbp3
si:ch211-195h23.3
kirrel1b
cadm3
sdhc
atp1a2a
mpz
lig1
zgc:152670
pip4p1a
kcnab1b
pask
klhl24a
yeats2
map6d1
acsm3
ncapd2
ece2a
camk2n1a
alg3
vwa5b2
prss56
chrng
eif4e2
capn10
ccl20a.3
camsap2b
wdr47a
si:ch211-66k16.27
si:ch211-66k16.2
gpsm2
aknad1
fndc7a
fndc7rs1
prpf38b
gpc5c
gpc1b
ephb1
pax3a
acsl3b
scg2b
ap1s3b
cul3a
mbnl1
ftr19
ftr05
ftr22
ftr23
ftr24
ftr26
fzd8b
si:ch211-77g15.32
klf6b
pitrm1
pfkpb
snorc
gigyf2
lpar5a
itm2cb
hes6
per2
si:dkeyp-94g1.1
svilb
kcnj9
cdc34b
abhd17aa
sema6ba
rorcb
sh3gl1a
stap2a
si:ch211-209f23.3
sema4e
cactin
si:ch211-209f23.6
si:ch211-209f23.7
wdr48b
blvra
hecw1b
ccr12a
si:ch211-106n13.3
zcchc2
exoc3
ahrrb
mcm6l
cul1a
cntnap2b
viml
neurod6b
xcr1b.1
fyco1b
adcyap1r1a
ghrhra
eef1da
ftr87
ftr67
them6
lrrc24
pigrl4.2
si:ch211-215e19.3
pigrl3.5
si:dkeyp-104b3.1
pigrl2.3
si:ch211-9d9.7
pigr
dad1
abhd4
tgm1l1
si:ch211-9d9.1
ly97.2
crygn1
ly97.3
scn12aa
yju2
shda
plpp2a
tle2c
chico
gna11b
ralbp1
creb3l3b
sirt6
zgc:165603
hsd11b1lb
admp
ccl25a
ranbp3b
ctnnbl1
capsla
abhd8a
napgb
rab12
mtcl1
acss2l
ndufv2
ankrd12
twsg1a
rnf126
zmp:0000000521
cib3
rab8a
tpm4b
ap1m1
klf2b
calr3b
rx2
cplx4c
atcayb
nmrk2
loxl5b
si:ch211-178n15.1
jund
pgpep1
upf1
uba52
cers4b
ctxn1
rab11bb
pip5k1cb
gpx4b
arhgap45a
sbno2a
slc25a42
eef2b
mbd3a
si:ch1073-325m22.2
tcf3a
map2k2b
pias4b
onecut3b
sf3a2
plekhj1
si:dkeyp-68b7.7
si:dkeyp-68b7.5
si:dkeyp-68b7.12
si:ch211-155e24.3
nectin4b
fcer1gl
pnp5b
foxl2b
vapal
epb41l3b
cirbpa
fem1a
mau2
sugp1
si:ch1073-391i24.1
stk11
ftr29
ftr95
ftr30
ftr33
ftr34
ftr35
ftr36
ftr37
ftr38
ftr39p
zgc:110249
zgc:165518
kdelr3
zgc:174288
mhc1zfa
mhc1zja
dicp1.1
zgc:194659
dicp1.17
irgf4
zgc:172051
zgc:172253
zgc:153921
si:ch1073-322p19.1
srebf2
nol12
triobpb
ndufa6
fam234b
poldip3
rrp7a
wbp2nl
si:ch1073-314i13.4
tcf20
tmem106c
ddx47
bglap
mgp
sox10
polr2f
micall1b.2
zgc:101806
zgc:152753
zgc:165583
si:ch211-254c8.3
si:dkey-88j15.3
zgc:172090
si:dkey-30g5.1
si:dkey-46g23.2
zgc:171446
zgc:171445
si:dkey-46g23.5
zgc:165453
zgc:171426
cdc42ep1b
pick1
art4
si:dkey-175d9.2
si:dkey-73p2.1
trim35-3
zc3h7ba
rangap1a
ftr43
ftr50
slc25a38a
pmm1
polr3h
tefb
myh9b
txn2
si:ch73-106l15.2
vmo1a
trim35-7
trim35-31
si:ch211-106h11.3
ddx39ab
si:ch211-106h11.1
pkn1b
mcoln1b
si:ch73-144l3.1
si:ch211-12p12.2
zgc:136767
jpt1b
sumo2b
nup85
gga3b
si:ch73-59f11.3
cygb1
atg4db
mast1b
zgc:113102
zgc:173577
zgc:113443
zgc:173517
znf1001
junbb
hook2
trir
ubn2b
trim35-21
trim35-25
trim35-24
trim35-23
trim35-22
si:ch211-175l6.2
si:ch211-175l6.1
trim35-19
si:ch211-51i16.1
cyp2k22
trim35-9
trim35-10
rbfox3b
si:dkeyp-30d6.2
gpr139
rnps1
zmp:0000000997
trap1
crebbpb
cbx2
nog1
pctp
elac2
map2k4a
tmem220
zgc:112965
mrps7
mif4gdb
sstr5
znf1004
mmd
hlfa
dnaja3a
hmox2b
cfap70
srl
tfap4
glis2b
pam16
coro7
vasnb
ccnf
abca3b
cyp2k18
cyp2k20
cyp2k19
cyp2k21
cyp2k17
cyp2k16
cyp2k8
cyp2k6
si:ch211-8c17.3
kcnj2b
btbd17b
ccdc137
pdgfab
prkar1b
dhps
fbxw9
zgc:77748
slc25a19
amdhd2
tufm
hspbp1
pglyrp6
ptger1b
ilf3b
farsa
syce2
gcdhb
nfil3-6
si:ch211-108d22.2
plppr2a
tlcd4b
cnn1b
elof1
tmem205
rab3db
epor
swsap1
znf653
zgc:158403
gadd45gip1
nfixb
nme4
xpo6
antkmt
si:dkey-282h22.5
tspan10
hirip3
kctd13
sez6l2
asphd1
cabp5b
pitpnbl
sh2b1
atxn2l
lat
si:dkey-56d12.4
spns1
nfatc2ip
sgf29
nupr1b
doc2a
si:dkey-93n13.2
zgc:66474
zgc:66443
mvp
phb
znf652
phospho1
natd1
tmem11
dhrs7b
cramp1
jpt2
mapk8ip3
nme3
mrps34
spsb3a
atp6v0ca
si:dkey-81l17.6
lasp1
arl5c
cacnb1
rpl19
bckdhbl
st8sia6
eftud2
kcnj12b
eps8l1a
slc6a16a
slc17a7a
zgc:55558
pold1
gys1
aspdh
tmem86b
lrrc3cb
stk17al
atp6v0a1a
cavin1a
stat3
stat5a
hcrt
kcnh4a
rab5c
kat2a
dhx58
znf385c
nkiras2
dnajc7
cnp
aclya
si:ch73-141c7.1
hsd17b1
mettl26
ankrd40
wfikkn2a
tob1a
spag9a
kdelr2a
si:ch211-139g16.8
rps2
ndufb10
gaa
tbc1d16
cbx4
cbx8a
aqp8b
arhgap17b
slc5a11
grid2ipa
e4f1
zgc:113333
narfl
hagh
fahd1
msrb1a
tmem104
si:ch211-198m1.1
grin2ca
rfx1a
rln3a
il12rb2l
smarca4a
ldlra
kri1
spc24
s1pr5a
zgc:123297
pde6ga
zgc:163079
rprml
itgb3a
mettl2a
tlk2
mrc2
rnd2
vat1
asb16
tmub2
ubtf
slc4a1a
selenow2b
selenow2a
ngfra
spop
slc35b1
fam117aa
rundc3aa
zwi
tlcd3ba
nlk1
cdipt
taok2a
zgc:123295
zgc:112038
zgc:153968
tcap
syngr1a
fam171a2a
itga2b
crhr1
cdc27
kansl1b
maptb
myl4
scn4ab
gh1
ifnphi3
ifnphi2
ifnphi1
arhgap27l
coa3b
wnk4b
tanc2a
cyb561
hdac5
lsm12a
si:ch211-237i5.4
nags
b4galnt2.2
b4galnt2.1
gngt2a
col1a1a
ppp1r9ba
rapgefl1
casc3
msl1a
nr1d1
si:dkey-225f5.4
igf2bp1
ube2z
atp5mc1
eve1
hoxb13a
hoxb10a
mir196b
hoxb9a
hoxb8a
hoxb7a
hoxb3a
hoxb6a
hoxb5a
hoxb4a
hoxb2a
hoxb1a
cbx1a
nfe2l1a
copz2
dre-mir-152
prr15la
atf4b
si:dkey-110g7.8
adsl
pdgfbb
csf2rb
pvalb6
baiap2l2a
cbx6b
nptxra
dnal4a
sp100.1
sp100.3
si:dkey-68o6.5
si:dkey-68o6.6
zgc:171506
si:dkey-68o6.8
zmp:0000000912
slc25a17
mrtfaa
desi1a
cbx7a
ep300b
xpnpep3
st13
rbx1
chadla
napsa
mief1
si:ch211-256m1.8
il2rb
c1qtnf6a
mgat3a
ddx5
smurf2
kpna2
bptf
grb2b
mchr1b
usp43b
ntn1b
pik3r6b
mfsd6l
zgc:171844
tom1
gcat
mcm5
hmox1a
foxred2
ankrd54
hmgxb4a
si:dkeyp-69e1.8
hsp70.1
hsp70.2
hsp70.3
atp2a1
rabep2
si:ch211-11k18.4
ypel3
gdpd3a
mapk3
nudt9
ppp4ca
atad5a
adap2
rhot1a
si:ch211-156b7.4
rps15a
xylt1
tmc5
rab40c
pigq
socs1a
clec16a
dexi
ciita
nubp1
emp2
atf7ip2
grin2aa
usp7
ptx4
si:ch211-157c3.4
clcn7
arhgdig
eci1
dnase1
carhsp1
abat
mettl22
rbfox1
fbxl16
gsg1l
si:ch211-76l23.4
alg1
eef2kmt
lgals1l1
lgals2a
cacna1ia
grap2a
fam83fa
cyth4a
rac2
